title,author,rating,isbn,
Jungle Love,Margaret Johnson-Philip Prowse,3.37,521750849,
First Impressions,Nora Roberts,3.74,373510055,
The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.71,802415318,
Angels & Demons (Robert Langdon  #1),Dan Brown,3.88,1416524797,
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.88,849561877X,
Angeles & Demonios,Dan Brown-Raúl Amundaray,3.88,972859896,
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,307277674,
The Da Vinci Code,Dan Brown,3.82,076792603X,
Da Vinci Code (Robert Langdon  #2),Dan Brown-Daniel Roche,3.82,2266144340,
Deception Point,Dan Brown,3.7,1416524800,
Deception Point,Dan Brown,3.7,671027387,
Deception Point,Dan Brown,3.7,552151769,
Deception Point,Dan Brown,3.7,593055071,
حقيقة الخديعة,Dan Brown-دان براون-فايزة المنجد-محمد فداء الهاشمي,3.7,9953299072,
Deception Point,Dan Brown,3.7,1416524886,
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,
Eye of the Storm (Hudson  #3),V.C. Andrews,3.82,743409159,
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley-William D. Danko,4.02,671015206,
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,
Think and Grow Rich,Napoleon Hill,4.18,1932429239,
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.57,977616657,
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,
Trump: The Art of the Deal,Donald J. Trump-Tony Schwartz,3.65,345479173,
The Richest Man in Babylon,George S. Clason,4.25,451205367,
The Richest Man in Babylon,George S. Clason,4.25,1419349996,
Shibumi,Trevanian-Gisela Stege,4.22,1400098033,
1776,David McCullough,4.07,743226720,
1776,Peter  Stone-Sherman Edwards,4.21,140481397,
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.6,226014908,
Gap Creek,Robert Morgan,3.73,1565122429,
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,
The Good Earth,Pearl S. Buck,3.98,671823493,
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.92,310258979,
Purpose Driven Life,Rick Warren,3.92,310264138,
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,
Snow Flower and the Secret Fan,Lisa See,4.07,812968069,
The Broker,John Grisham,3.78,385340540,
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.5,394720245,
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.73,345480600,
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips-Michael D'Orso,3.73,60193395,
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke-Cindy Crawford,3.63,1579546013,
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,
The Warren Buffett Way,Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher,4.12,471743674,
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles-Tom Osborne,4.05,471430455,
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky-John R. Perry,3.16,805431578,
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park-Denise Brunkus,3.98,679838864,
Monkey Business,Sarah Mlynowski,3.66,373250711,
Liar's Poker,Michael   Lewis,4.15,140143459,
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,
Giada's Family Dinners,Giada De Laurentiis-Victoria Pearson,3.96,030723827X,
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,
Everyday Pasta,Giada De Laurentiis-Victoria Pearson,4.09,307346587,
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence-Petrina Tinslay,4.1,1400052386,
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay,4.05,609609971,
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence-Petrina Tinslay,3.92,1400052378,
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,61234001,
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt-Stephen J. Dubner,3.96,8466625127,
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,61245135,
Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt-Stephen J. Dubner-Carlos Braga,3.96,9722334964,
Collapse,Jared Diamond,3.93,739455354,
The Last Assassin (John Rain  #5),Barry Eisler,4.25,399153594,
Life of Pi,Yann Martel,3.9,156030209,
Vida de Pi,Yann Martel,3.9,8423335127,
L'Histoire de Pi,Yann Martel-Nicole Martel-Emile Martel,3.9,828808392,
The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,143034901,
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,140285970,
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,316646660,
A Million Little Pieces,James Frey,3.63,307276902,
A Million Little Pieces of Feces,Python Bonkers,3.55,1411677315,
A Million Little Lies,James Pinocchio-Pablo Fenjves,3.4,61171468,
The Leadership Challenge,James M. Kouzes-Barry Z. Posner,4.04,787968331,
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.13,446394599,
Leadership in Organizations,Gary Yukl,3.68,131494848,
Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.95,1401359299,
Leadership,Rudolph W. Giuliani,3.72,316861014,
Men Are from Mars  Women Are from Venus,John Gray,3.54,60574216,
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.54,60192771,
Men are from Mars  Women are from Venus,John Gray,3.54,7152590,
Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want,John Gray,3.54,722538448,
Men Are from Mars  Women Are from Venus,John Gray,3.54,006123205X,
How to Succeed with Women,Ron  Louis-David Copeland,3.77,735200300,
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,553381679,
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,517542021,
The Clan of the Cave Bear  Part 1 of 2 (Earth's Children  #1),Jean M. Auel-Donada  Peters,4.43,736606378,
The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1),Jean M. Auel,4.56,5557075313,
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,
Juiced Official Strategy Guide,Doug Walsh,0,744005612,
The 48 Laws of Power,Robert Greene-Joost Elffers,4.19,140280197,
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.41,055338368X,
Gates Of Fire,Steven Pressfield,4.41,553812165,
Fire Sea (The Death Gate Cycle  #3),Margaret Weis-Tracy Hickman,4.06,553295411,
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,
The Afghan Campaign,Steven Pressfield,3.96,038551641X,
Tides of War,Steven Pressfield,3.89,553381393,
Last of the Amazons,Steven Pressfield,3.75,553382047,
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield-Robert McKee,4.02,446691437,
Gita on the Green,Stephen J. Rosen-Steven Pressfield,3.74,826413013,
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo-Steven Pressfield,3.88,811701646,
Phaedrus and Letters VII and VIII,Plato-Walter Hamilton,4.12,140442758,
Phaedrus,Plato-Robin Waterfield,3.91,192802771,
Phaedrus,Plato-C.J. Rowe,3.91,140449744,
Euthyphro. Apology. Crito. Phaedo. Phaedrus.,Plato-Harold North Fowler,4.36,674990404,
Babrius and Phaedrus: Fables (Loeb Classical Library #436),Babrius-Phaedrus-Ben Edwin Perry,4.31,674994809,
Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera  #2),Plato-John Burnet-Hipparchus,4.87,198145411,
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato-Benjamin Jowett,4.47,879756322,
Enthusiasm and Divine Madness,Josef Pieper-Richard Winston-Clara Winston,4.48,189031823X,
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato-C.D.C. Reeve,4.05,872207889,
Gorgias/Phaedrus (Agora),Plato-James H. Nichols Jr.,4.41,801435307,
Statesman,Plato-C.J. Rowe,3.84,872204626,
Gorgias,Plato-Walter Hamilton-Chris Emlyn-Jones,3.95,140449043,
Lysis/Symposium/Gorgias,Plato-W.R.M. Lamb,4.39,674991842,
The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140449086,
The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140446389,
The History (Great Minds),Herodotus-Henry Francis Cary,3.98,879757779,
The Histories,Herodotus-Carolyn Dewald-Robin Waterfield,3.98,192824252,
The Histories,Herodotus-Aubrey de Sélincourt-Andrew Robert Burn,3.98,140440348,
The Histories,Herodotus-Jennifer Tolbert Roberts-Walter Blanco,3.98,393959465,
The Histories,Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas,3.98,375400613,
The History,Herodotus-Peter Grene,3.98,226327701,
The Iliad,Homer-Robert Fagles-Bernard Knox,3.85,140275363,
Iliad,Homer-Stanley Lombardo-Sheila Murnaghan,3.85,872203522,
The Iliad,Homer-Robert Fitzgerald-Andrew Ford,3.85,374529051,
The Iliad/The Odyssey,Homer-Robert Fagles-Bernard Knox,4.03,147712556,
The Iliad,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.85,140447946,
The Iliad,Homer-W.H.D. Rouse,3.85,451527372,
The Essential Iliad,Homer-Sheila Murnaghan-Stanley Lombardo,3.95,872205428,
The Odyssey,Homer-Robert Fagles-Bernard Knox,3.75,143039954,
The Odyssey,Homer-Robert Fitzgerald-D.S. Carne-Ross,3.75,374525749,
The Odyssey,Homer-Richmond Lattimore,3.75,60931957,
The Odyssey,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.75,140449116,
The Odyssey,Homer-W.H.D. Rouse,3.75,451527364,
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,4.34,086516584X,
Eclogues. Georgics. Aeneid: Books 1-6,Virgil-Henry Rushton Fairclough-G.P. Goold,4.31,067499583X,
City Eclogue,Ed Roberson,4.14,1891190237,
The Eclogues and The Georgics,Virgil-Cecil Day-Lewis,3.82,192837680,
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.9,155832125X,
The Riverside Shakespeare,William Shakespeare-G. Blakemore Evans,4.55,395754909,
The Complete Pelican Shakespeare,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.59,141000589,
The Complete Works,William Shakespeare,4.49,517092948,
Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,4.01,521618746,
The Oxford Shakespeare: The Complete Works,William Shakespeare-Stanley Wells-Gary Taylor,4.62,199267170,
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield,4.46,1557831572,
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,3.65,006251279X,
The Valkyries,Paulo Coelho-Alan R. Clarke,3.31,62513346,
Warrior of the Light,Paulo Coelho,3.7,60527986,
The Zahir,Paulo Coelho-Margaret Jull Costa,3.57,60832819,
By the River Piedra I Sat Down and Wept,Paulo Coelho-Alan R. Clarke,3.57,61122092,
The Fifth Mountain,Paulo Coelho-Clifford E. Landers,3.62,60930136,
Eleven Minutes,Paulo Coelho-Margaret Jull Costa,3.69,60589280,
Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,3.7,61124265,
Hamlet,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.01,140714545,
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.68,764586033,
Shakespeare's Hamlet,William Shakespeare-Terri Mategrano,4.04,764585681,
Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana-Hertha Von Dechend,4.27,879232153,
History of the Peloponnesian War: Bk. 1-2,Thucydides-C.F. Smith,4.3,674991206,
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides-Paul Woodruff,3.72,872201686,
History of the Peloponnesian War: Bk. 5-6,Thucydides-C.F. Smith,4.34,674991222,
The Peloponnesian War,Thucydides-Steven Lattimore,3.89,872203948,
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides-Jennifer Tolbert Roberts-Walter Blanco,3.89,393971678,
History of the Peloponnesian War  Bk. 7-8,Thucydides-C.F. Smith,4.28,674991877,
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides-Richmond Lattimore-David Grene-Rex Warner-Ralph Gladstone,4.03,226307808,
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides-David Grene-Richmond Lattimore-Emily Townsend Vermeule-Elizabeth Wyckoff-William Arrowsmith,4.21,226307840,
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides-David Grene-Richmond Lattimore-William Arrowsmith-Frank William Jones-Charles R. Walker,4.21,226307832,
Grief Lessons: Four Plays by Euripides,Euripides-Anne Carson,4.39,1590171802,
Ten Plays,Euripides-Moses Hadas-John Maclean,4.17,553213636,
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides-David Grene-Richmond Lattimore-William Arrowsmith-John Frederick Nims-Ronald Frederick Willetts,3.98,226307824,
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides-David Grene-Richmond Lattimore-Witter Bynner-William Arrowsmith,4.33,226307816,
Medea and Other Plays,Euripides-John Davie-Richard Rutherford,4.03,140449299,
Cyclops. Alcestis. Medea,Euripides-David Kovacs,4.21,674995600,
Medea,Euripides-Donald J. Mastronarde,3.85,521643864,
The Bacchae and Other Plays,Euripides-John Davie-Richard Rutherford,4.13,140447261,
Bakkhai,Euripides-Reginald Gibbons-Peter H. Burian,3.86,195125983,
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides-David Thompson-J. Michael Walton,3.78,413752801,
The Trojan Women and Hippolytus,Euripides,3.56,486424626,
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.85,393325830,
Orestes and Other Plays,Euripides-James Morwood-Robin Waterfield,4.07,192832603,
Alcestis,Euripides-William Arrowsmith,3.83,195061667,
Suppliant Women  Electra  Heracles,Euripides-David Kovacs,4.47,067499566X,
Helen,Euripides-A. Dale,3.69,090651598X,
Medea,Euripides-Georgia Ann Machemer-Michael   Collier,3.85,195145666,
Euripides: Medea,William Allan,3.88,071563187X,
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,822004240,
Trojan Women/Iphigenia Among the Taurians/Ion,Euripides-David Kovacs,3.97,674995740,
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides-Pantelis Michelakis,4.02,715629948,
The Complete Greek Tragedies  Volume 3: Euripides,Euripides-David Grene-Richmond Lattimore,4.48,226307662,
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus-David Grene-Richmond Lattimore,4.01,226307786,
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus-David Grene-Richmond Lattimore-Seth Benardete,4.1,226307948,
The Oresteia,Aeschylus-Alan Shapiro-Peter H. Burian,4.01,019513592X,
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus-Robert Fagles-William Bedell Stanford,4.01,140443339,
Oresteia,Aeschylus-Peter Meineck-Helene P. Foley,4.01,872203905,
Prometheus Bound and Other Plays,Aeschylus-Philip Vellacott,4.1,140441123,
The Oresteia,Aeschylus-Ted Hughes,4.01,374527059,
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.01,081221627X,
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus-Richmond Lattimore-David Grene,4.11,226307646,
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,521539811,
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus-George Thomson-Richard Seaford,4.01,1400041929,
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.1,812216717,
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus-E.D.A. Morshead,4.01,486292428,
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus-E.D.A. Morshead,4.1,1419150014,
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles-David Grene-Richmond Lattimore-John Moore-Michael Jameson,4.14,226307867,
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles-Paul Roche,3.97,452011671,
The Complete Plays,Sophocles-Paul Roche,4.27,451527844,
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles-Robert Fitzgerald-Dudley Fitts,3.97,015602764X,
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles-Robert Fagles-Bernard Knox,3.97,140444254,
Ajax/Electra/Oedipus Tyrannus,Sophocles-Hugh Lloyd-Jones,4.49,674995570,
Theban Plays,Sophocles-Peter Meineck-Paul Woodruff,3.97,872205851,
The Theban Plays (Everyman's Library  #93),Sophocles-David Grene-Charles Segal,3.97,679431322,
Electra and Other Plays,Sophocles-E.F. Watling,4.14,140440283,
Antigone / Oedipus the King / Electra,Sophocles-Edith Hall-H.D.F. Kitto,3.94,192835882,
Oedipus Rex  (The Theban Plays  #1),Sophocles-J.E. Thomas,3.69,1580495931,
The Oedipus Plays of Sophocles,Sophocles-Paul Roche,3.97,451621603,
Oedipus Rex (Greek and Latin Classics),Sophocles-Roger D. Dawe,3.69,521617359,
Oedipus the King,Sophocles-Bernard Knox-Cynthia Brantley Johnson,3.69,1416500332,
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes-William Arrowsmith-Richmond Lattimore-Douglass Parker,4.06,452007178,
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes-Jeffrey Henderson,3.92,415907446,
The Complete Plays,Aristophanes-Moses Hadas,4.21,553213431,
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes-David R. Slavitt,3.83,812234561,
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes-Peter Meineck,3.76,872203611,
Lysistrata and Other Plays,Aristophanes-Alan H. Sommerstein,3.96,140448144,
Acharnians,Aristophanes-Jeffrey Henderson,3.42,1585100870,
Clouds,Aristophanes-Kenneth James Dover,3.76,199120099,
Clouds/Wasps/Peace,Aristophanes-Jeffrey Henderson,4.12,674995376,
The Birds and Other Plays,Aristophanes-David B. Barrett-Alan H. Sommerstein,4.13,140449515,
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes-David B. Barrett,3.95,140441522,
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes-Dudley Fitts,4.03,156027658,
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes-Jeffrey Henderson,4.19,674995961,
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.33,822007762,
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,198721595,
