title,author,rating,isbn,
Emergence: Labeled Autistic,Temple Grandin-Margaret M. Scariano,4.07,446671827,
Emergence,David R. Palmer,4.16,553245015,
The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.06,813527406,
The Ghost Stories of Edith Wharton,Edith Wharton-Laszlo Kubinyi,3.89,684842572,
Novels: The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton-R.W.B. Lewis,4.3,940450313,
Collected Stories  1911-1937,Edith Wharton-Maureen Howard,4.28,1883011949,
Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton-Cynthia Griffin Wolff,4.2,940450534,
The House of Mirth,Edith Wharton,3.95,486420493,
Below the Root (Green Sky  #1),Zilpha Keatley Snyder-Alton Raible,4.09,689304579,
The Witches of Worm,Zilpha Keatley Snyder,3.68,440802504,
The Deeper Meaning of Liff,Douglas Adams-John Lloyd,3.93,307236013,
Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,1597770078,
The Letters of J.R.R. Tolkien,J.R.R. Tolkien-Humphrey Carpenter-Christopher Tolkien,4.14,618056998,
The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien-Christopher Tolkien,4.38,618083553,
The Languages of Tolkien's Middle-Earth,Ruth S. Noel-J.R.R. Tolkien,3.97,395291305,
The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.49,618574999,
Farmer Giles of Ham,J.R.R. Tolkien-Christina Scull-Wayne G. Hammond,3.84,618009361,
Matthew Flinders' Cat,Bryce Courtenay,3.8,670910619,
Whitethorn,Bryce Courtenay,4.07,067002922X,
Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,140271570,
Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson-Karen Swenson,3.61,815319665,
Brave Companions: Portraits in History,David McCullough,3.98,671792768,
Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,671447548,
John Adams,David McCullough,4.06,684813637,
The Johnstown Flood,David McCullough,4.1,844662925,
The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.19,743262131,
The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,451188454,
The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,340682116,
El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,
Moby Dick,Herman Melville-William Hootkins,3.49,9626343583,
Moby-Dick,Jan Needle-Patrick Benson-Herman Melville,3.72,763630187,
Moby Dick,Herman Melville-William Hootkins,3.49,143058096,
Moby-Dick,Herman Melville-Carl F. Hovde,3.49,1593080182,
Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey-Duncan Wu,3.61,415247713,
Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,192781537,
My Moby Dick,William Humphrey,4.15,701124229,
Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.84,919123708,
Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,019274156X,
Moby Dick,Herman Melville,3.49,671463713,
Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,252063023,
"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,700607420,
In the Heart of the Sea: The Epic True Story That Inspired Moby-Dick,Nathaniel Philbrick,4.16,6531202,
Double Tap (Paul Madriani  #8),Steve Martini,3.91,515139734,
The List,Steve Martini,3.96,515121495,
Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.23,61020613,
The Innocents Abroad,Mark Twain,3.86,812967054,
Teaching English Abroad,Susan  Griffith,3.59,1854583522,
Theocritus: Select Poems: Select Poems,Theocritus-Kenneth James Dover,3,862921473,
The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod-Glenn W. Most,4.03,674996232,
Death and the King's Horseman,Wole Soyinka-Simon Gikandi,3.76,393977617,
Learning to Love: Exploring Solitude and Freedom,Thomas Merton-Christine M. Bochen,4.5,60654856,
The Time Machine,H.G. Wells-Greg Bear-Carlo Pagetti,3.88,451528557,
The Time Machine,H.G. Wells-Patrick Parrinder-Steven McLean-Marina Warner,3.88,141439971,
The Time Machine,H.G. Wells-Cynthia Brantley Johnson-Benjamin Beard,3.88,743487737,
The Time Machine Did It,John Swartzwelder,3.84,975579908,
The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.49,157174102X,
The Time Machine,H.G. Wells-Melvin Burgess,3.88,439436540,
The Complete Short Stories,H.G. Wells-John R. Hammond,4.14,1842124021,
Selected Stories,H.G. Wells-Ursula K. Le Guin,3.98,812970756,
Tono-Bungay,H.G. Wells-Edward Mendelson-Patrick Parrinder,3.42,141441119,
The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,307264890,
In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.35,824512596,
Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,
Blindness,José Saramago-Giovanni Pontiero,4.11,156007754,
The Gospel According to Jesus Christ,José Saramago-Giovanni Pontiero,4.28,156001411,
All the Names,José Saramago-Margaret Jull Costa,3.89,156010593,
The Tale of the Unknown Island,José Saramago-Peter Sís-Margaret Jull Costa,3.89,156013037,
Baltasar and Blimunda,José Saramago-Giovanni Pontiero,3.91,156005204,
The Cave,José Saramago-Margaret Jull Costa,3.83,156028794,
The Stone Raft,José Saramago-Giovanni Pontiero,3.8,156004011,
The Year of the Death of Ricardo Reis,José Saramago-Giovanni Pontiero,4.03,1860465021,
El hombre duplicado,José Saramago-Pilar del Río,3.88,8466312803,
Ensayo sobre la lucidez,José Saramago-Pilar del Río,3.79,8466314741,
La caverna,José Saramago-Pilar del Río,3.83,846630679X,
The History of the Siege of Lisbon,José Saramago-Giovanni Pontiero,3.8,156006243,
Las intermitencias de la muerte,José Saramago-Pilar del Río,3.99,9587043642,
The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,
The Prophet,Kahlil Gibran-جبران خليل جبران,4.23,000100039X,
A Tear and a Smile,Kahlil Gibran-جبران خليل جبران-H.M. Nahmad-Robert Hillyer,4.03,394448049,
On the Road,Jack Kerouac,3.63,143036386,
On the Road,Jack Kerouac-Ann Charters,3.63,141182679,
De Kooning: An American Master,Mark Stevens-Annalyn Swan,4.11,375711163,
Willem de Kooning: Late Paintings,Julie Sylvester-David Sylvester,5,382960226X,
Aké: The Years of Childhood,Wole Soyinka,3.92,679725407,
The Interpreters,Wole Soyinka,3.56,233989781,
The Lion and the Jewel,Wole Soyinka,3.8,199110832,
Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.83,143034545,
The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen-Tina Blythe-Gene Thompson-Grove,3.96,807744689,
Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu-Mark McNeilly,3.84,195137892,
Marketing Warfare,Al Ries-Jack Trout,4.1,71460829,
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,316346624,
Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin-Malcolm Gladwell,3.99,786887176,
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,3.99,60521996,
Great Expectations,Charles Dickens-David Trotter-Charlotte Mitchell,3.76,141439564,
Great Expectations,Charles Dickens-Marisa Sestino,3.76,192833596,
Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens-Edgar Rosenberg,3.76,393960692,
Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus-Martin Luther-Philip S. Watson-E. Gordon Rupp,3.81,664241581,
To Kill a Mockingbird,Harper Lee,4.27,60935464,
To Kill a Mockingbird,Harper Lee-Sissy Spacek,4.27,60888695,
To Kill a Mockingbird (To Kill A Mockingbird #1),Harper Lee,4.27,044508376X,
To Kill a Mockingbird,Harper Lee,4.27,61205699,
The Bonfire of the Vanities,Tom Wolfe,3.84,553381342,
The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,761501665,
The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,4.02,773762167,
A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,
Gulliver's Travels / A Modest Proposal,Jonathan Swift-Jesse Gale,3.79,1416500391,
Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C.-Xavier de C.-Joseph Rowe,4.75,1556434952,
Collected Travel Writings: The Continent: A Little Tour in France / Italian Hours / Other Travels,Henry James-Richard Howard,3.7,940450771,
The Bostonians,Henry James-R.D. Gooder,3.59,192834428,
Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James-Myra Jehlen,4.25,1931082308,
Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James-Leo Bersani,4.68,193108288X,
Complete Stories 1892–1898,Henry James-John Hollander-David Bromwich,4.23,1883011094,
The New York Stories of Henry James,Henry James-Colm Tóibín,4.04,1590171624,
The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,140424385,
The Canterbury Tales,Geoffrey Chaucer-David  Wright,3.49,019283360X,
The Canterbury Tales (original-spelling edition),Geoffrey Chaucer-Jill Mann,3.49,014042234X,
Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer-Vincent Foster Hopper,3.75,812000390,
Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.01,198711557,
Love Visions,Geoffrey Chaucer-Brian Stone,3.58,140444084,
Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,671475029,
The Riverside Chaucer,Geoffrey Chaucer-Larry Dean Benson-F.N. Robinson,4.18,395290317,
The Portable Chaucer,Geoffrey Chaucer-Theodore Morrison,3.86,140150811,
Salt: A World History,Mark Kurlansky,3.74,142001619,
Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan-Kadir Nelson-Roslyn M. Jordan,4.21,689834195,
The Book of Salt,Monique Truong,3.51,618446885,
Cities of Salt,Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.1,039475526X,
The Years of Rice and Salt,Kim Stanley Robinson,3.73,553580078,
Illuminations: Essays and Reflections,Walter Benjamin-Hannah Arendt-Harry Zohn-Leon Wieseltier,4.29,805202412,
Saul Steinberg: Illuminations,Saul Steinberg-Joel Smith-Charles Simic,4.46,300115865,
Advanced Global Illumination,Philip Dutre,4.47,1568813074,
Snow Falling On Cedars,David Guterson,3.83,074754655X,
The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.09,1558745157,
Anansi Boys,Neil Gaiman,4.02,60515198,
Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack-Mary Pipher,3.82,805061835,
Microserfs,Douglas Coupland,3.88,60987049,
Microserfs,Douglas Coupland,3.88,7179812,
Microserfs,Douglas Coupland,3.88,6548598,
The Language of New Media,Lev Manovich,3.85,262632551,
New Media Language,Jean Aitchison-Diana M. Lewis,3,415283043,
The Denial of Death,Ernest Becker-Sam Keen-Daniel Goleman,4.17,684832402,
A People's History of the United States,Howard Zinn,4.08,60838655,
A People's History of the United States,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.08,1565848268,
A People's History of the United States: The Civil War to the Present,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4,1565847253,
Graphic Design: A Concise History (World of Art),Richard Hollis,3.99,500203474,
Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4,822318644,
Ways of Seeing,John Berger,3.78,140135154,
The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.89,039574010X,
The Crying of Lot 49,Thomas Pynchon,3.7,006091307X,
E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,425181642,
Passionate Minds,David Bodanis,4.08,307237206,
Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein-Clyde S. Kilby,3.93,094089548X,
A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,440936853,
The Time Quartet (A Wrinkle in Time  A Wind in the Door  A Swiftly Tilting Planet  Many Waters),Madeleine L'Engle,4.35,739439707,
The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.13,877887268,
A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle-Mary Chambers,3.99,877880204,
A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,62545035,
The Birth of Tragedy and Other Writings,Friedrich Nietzsche-Raymond Geuss-Ronald Speirs,4.02,521639875,
The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche-Francis Golffing,4,385092105,
The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,
The Birth of Tragedy,Friedrich Nietzsche-Michael Tanner-Shaun Whiteside,3.98,140433392,
The Life and Death of Carthage; A Survey of Punic History and Culture from Its Birth to the Final Tragedy,Gilbert Picard,4,283352558,
The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain-David Lionel Smith-Sherley Anne Williams,3.79,195114159,
The Tragedy of Pudd'nhead Wilson,Mark Twain-Michael Prichard,3.79,140015068X,
Bridge to Terabithia,Katherine Paterson-Donna Diamond,3.99,60734019,
Bridge to Terabithia,Katherine Paterson,3.99,439366771,
Bridge to Terabithia,Katherine Paterson,3.99,440841216,
Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,439271711,
The Great Gilly Hopkins,Katherine Paterson,3.84,380652196,
Bread and Roses  Too,Katherine Paterson,3.76,618654798,
Blueberries for the Queen,John  Paterson-Katherine Paterson-Susan Jeffers,3.76,66239427,
The Invisible Child,Katherine Paterson,4.26,525464824,
A Short History of Decay,Emil M. Cioran-Richard Howard,4.26,1559704640,
Scholar of Decay (Ravenloft  #14),Tanya Huff,3.44,078690206X,
Girl with a Pearl Earring,Tracy Chevalier,3.87,452284937,
Girl with a Pearl Earring,Tracy Chevalier,3.87,452287022,
Girl With a Pearl Earring,Tracy Chevalier,3.87,6513204,
The Golden Tulip,Rosalind Laker,3.92,385415605,
Burning Bright,Tracy Chevalier,3.36,052594978X,
Falling Angels,Tracy Chevalier,3.57,452283205,
The Virgin Blue,Tracy Chevalier,3.66,452284449,
The Lady and the Unicorn,Tracy Chevalier,3.68,965903532,
Wenn Engel fallen,Tracy Chevalier,3.57,3471772537,
Tom Hunter: Living in Hell and Other Stories,Tom Hunter-Tracy Chevalier-Colin Wiggins,3.58,1857093313,
Bleach  Volume 15,Tite Kubo,4.42,1421506130,
Bleach  Volume 01,Tite Kubo,4.22,1591164419,
Bleach  Volume 14,Tite Kubo,4.38,1421506122,
Bleach  Volume 11,Tite Kubo,4.36,1421502712,
Bleach  Volume 12,Tite Kubo,4.36,1421504030,
デスノート 1: (退屈) [Desu Nōto: Taikutsu]  (Death Note  #1),Tsugumi Ohba-Takeshi Obata,4.43,4088736214,
Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba-Takeshi Obata,4.39,4088736710,
Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba-Takeshi Obata,4.43,4088736524,
The Love Artist,Valerie Parv,3.25,263755819,
Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,373028601,
Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,4.02,307277763,
Das Parfum: Die Geschichte eines Mörders,Patrick Süskind,4.02,3257228007,
Three Stories and a Reflection,Patrick Süskind,3.57,747534934,
The Pigeon,Patrick Süskind,3.68,140105832,
The Story of Mr Sommer,Patrick Süskind-Jean-Jacques Sempé,3.85,747566755,
Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,4088732138,
Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,2723442276,
The Worm Ouroboros,E.R. Eddison-Orville Prescott-James Stephens-Keith  Henderson,3.7,3452200131,
Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen-Steve Chorney,3.7,440410258,
How Angel Peterson Got His Name,Gary Paulsen,3.93,440229359,
Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.43,440419670,
Chicago Blues: The City and the Music,Mike  Rowe-Ronald Radano,3.88,306801450,
Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.25,156001454,
Brian's Winter,Gary Paulsen,4.01,385321988,
Robinson Crusoe,Daniel Defoe-Gerald McCann-Virginia Woolf,3.67,375757325,
Robinson Crusoe,Daniel Defoe-John J. Richetti,3.67,141439823,
Robinson Crusoe,Daniel Defoe-Michael Shinagel,3.67,393964523,
Robinson Crusoe,Daniel Defoe,3.67,760704023,
Robinson Crusoe,Daniel Defoe-Avi,3.67,689844085,
Robinson Crusoe,Daniel Defoe,3.67,1587263882,
A General History of the Pyrates,Daniel Defoe-Manuel Schonhorn-Charles   Johnson,3.79,486404889,
Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain-Paul Baender-Dahlia Armon-Walter Blair,3.85,520238958,
Huck Finn and Tom Sawyer Among the Indians,Mark Twain-Lee Nelson,3.59,1555176801,
Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain-Guy Cardwell-Louis J. Budd,4.06,1883011884,
The Adventures of Huckleberry Finn,Mark Twain-Guy Cardwell-John Seelye,3.81,142437174,
Adventures of Huckleberry Finn,Mark Twain-E.W. Kemble,3.81,486443221,
Adventures of Huckleberry Finn,Mark Twain-George Saunders,3.81,375757376,
The Annotated Huckleberry Finn,Mark Twain-Michael Patrick Hearn-E.W. Kemble,3.81,393020398,
The Wit and Wisdom of Mark Twain,Mark Twain,4.2,486406644,
Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain-Lin Salamo-Victor Fischer-Michael B. Frank,3.86,520242459,
The Complete Short Stories of Mark Twain,Mark Twain-Charles Neider,4.28,553211951,
The Autobiography of Mark Twain,Mark Twain-Charles Neider,4.05,60955422,
Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain-Louis J. Budd,4.39,940450739,
The Kite Runner,Khaled Hosseini,4.28,1594481776,
Drageløberen,Khaled Hosseini-Alis Friis Caspersen,4.28,8777147200,
Lost Horizon,James Hilton,3.92,60594527,
Louisa May Alcott's Christmas Treasury,Louisa May Alcott-C. Michael Dudash-Stephen W. Hines,3.95,1589199502,
Behind a Mask: The Unknown Thrillers of Louisa May Alcott,Louisa May Alcott-Madeleine B. Stern,3.76,688151329,
My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,671019872,
The Secret Garden,Frances Hodgson Burnett,4.13,517189607,
The Secret Garden,Frances Hodgson Burnett-Sandra M. Gilbert,4.13,451528832,
The Secret Garden,Martha Hailey DuBose-Frances Hodgson Burnett-Lucy Corvino-Arthur Pober,4.3,1402713193,
The Secret Garden,Frances Hodgson Burnett-Alison Lurie,4.13,142437050,
A Little Princess,Frances Hodgson Burnett-Nancy Bond,4.19,142437018,
The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler-Frances Hodgson Burnett-Prudence See,4.28,60277408,
Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.31,465081452,
Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.31,465002609,
Black Rednecks and White Liberals,Thomas Sowell,4.36,1594030863,
Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,465081436,
Knowledge And Decisions,Thomas Sowell,4.38,465037380,
A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.32,465081428,
Sir Gawain and the Green Knight/Pearl/Sir Orfeo,Unknown-J.R.R. Tolkien-Christopher Tolkien,3.97,345277600,
Sir Gawain and the Green Knight,Selina Shirley Hastings-Juan Wijngaard,3.89,744520053,
Alcoholics Anonymous,Alcoholics Anonymous,4.44,916856593,
Alcoholics Anonymous,Alcoholics Anonymous,4.44,1893007162,
The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.37,960989862,
The Natural Way to Draw,Kimon Nicolaides-Mamie Harmon,3.88,395530075,
Natural Health  Natural Medicine,Andrew Weil,4.12,618479031,
The Fixer,Bernard Malamud-Jonathan Safran Foer,3.95,374529388,
The Complete Stories,Bernard Malamud-Robert Giroux,4.25,374525757,
The Assistant,Bernard Malamud-Jonathan Rosen,3.88,374504849,
Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,878054901,
The Tenants,Bernard Malamud-Aleksandar Hemon,3.66,374521026,
Enchanted April: Acting Edition,Matthew Barber-Elizabeth von Arnim,3.59,822219751,
April  May und June,Elizabeth von Arnim,3.89,345833422X,
A Room with a View,E.M. Forster,3.9,1420925431,
A Room with a View / Howards End,E.M. Forster-Benjamin DeMott,4.1,451521412,
E.M. Forster: Critical Guidebook,Lionel Trilling-E.M. Forster,3.52,811202100,
The Longest Journey,E.M. Forster-Gilbert Adair-Elizabeth Heine,3.48,141441488,
Howards End,E.M. Forster,3.96,486424545,
Maurice,E.M. Forster,4.01,393310329,
E. M. Forster: A Life,P.N. Furbank,4.11,156286513,
Howards End,E.M. Forster,3.96,141183357,
The Sixteen Pleasures,Robert Hellenga,3.58,385314698,
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,1594200823,
Assassination Vacation,Sarah Vowell,3.98,074326004X,
Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,1594200939,
The Rescue (Kidnapped  #3),Gordon Korman,4.11,439847796,
Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,439651417,
Public Enemies (On The Run  #5),Gordon Korman,4.19,439651409,
Runaway Bride,Deborah  Gordon,4.25,380777584,
The Bridge on the Drina,Ivo Andrić-Lovett F. Edwards-William H. McNeill,4.33,226020452,
The Bridge over the Drina,Ivo Andrić,4.33,1860460585,
Drina Dances in Exile,Jean Estoril,4.14,590430815,
Drina Dances in Paris,Jean Estoril,4.16,750000333,
Drina Ballerina,Jean Estoril,4.15,750005947,
Drina Dances in Italy,Jean Estoril-Mabel Esther Allan,4.1,590425587,
Le Pont sur la Drina,Ivo Andrić-Pascale Delpech,4.33,225393321X,
Drina's Dancing Year,Jean Estoril,4.08,750012617,
Drina Dances Again,Jean Estoril-Mabel Esther Allan,4.1,590425579,
Drina Dances in Italy,Jean Estoril,4.1,750012633,
Cindy macht ihren Weg,Jean Estoril-Mabel Esther Allan,4.1,3785533950,
Cindy träumt vom Tanzen,Jean Estoril-Mabel Esther Allan,4.06,3785530889,
Drina Goes on Tour,Jean Estoril-Mabel Esther Allan,4.25,750002468,
Drina Dances in Madeira,Jean Estoril-Mabel Esther Allan,4.09,750002425,
Selected Writings from Protagoras/Republic/Phaedrus/Gorgias,Plato,4.43,1904919103,
Phaedrus/Apology/Crito/Symposium,Plato-Benjamin Jowett,4,1420926845,
The Phaedrus Of Plato,Plato,3.91,405048661,
The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato-Reginald E. Allen,4.14,300044887,
Gorgias/Menéxeno/Eutidemo/Menón/Crátilo (Diálogos II),Plato-Carlos García Gual-Julio Calonge Ruiz-Emilio Acosta Méndez-José Luis Calvo-F.J. Olivieri,4.22,8424908872,
Gorgias/Timaeus,Plato-Benjamin Jowett,3.74,486427595,
Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle-W.S. Hett,4.57,674993381,
Aristophanes I: Clouds/Wasps/Birds,Aristophanes-Peter Meineck-Ian C. Storey,3.76,872203603,
The Trojan Women,Euripides-Gilbert Murray,3.87,1420927329,
Greek Tragedies  Vol. 2: Aeschylus: The Libation Bearers; Sophocles: Electra; Euripides: Iphigenia in Tauris  Electra  The Trojan Women,David Grene-David Grene-Aeschylus-Sophocles-Euripides,4.28,226307751,
Moloka'i (Moloka'i #1),Alan Brennert,4.16,312304358,
Teaching with the Brain in Mind,Eric Jensen,4.1,1416600302,
Introducing Mind and Brain (Introducing...),Angus Gellatly-Oscar Zárate-Richard Appignanesi,3.56,1840466383,
Eva Luna,Isabel Allende-Margaret Sayers Peden,3.96,553383825,
The Stories of Eva Luna,Isabel Allende,3.97,743217187,
Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende-Richard D. Woods-Kenneth M. Taggart,3.97,007001356X,
Cuentos de Eva Luna,Isabel Allende,3.97,8401381630,
El bosque de los pigmeos,Isabel Allende,3.76,60816198,
De amor y de sombra,Isabel Allende,3.97,006095129X,
Inés of My Soul,Isabel Allende-Margaret Sayers Peden,3.92,61161535,
La casa de los espíritus,Isabel Allende,4.22,60951303,
El plan infinito,Isabel Allende,3.71,60951273,
El reino del dragón de oro,Isabel Allende,3.84,60591714,
City of the Beasts (Eagle and Jaguar  #1),Isabel Allende-Margaret Sayers Peden,3.7,60535032,
Self,Yann Martel,3.41,571219764,
Schiffbruch mit Tiger,Yann Martel-Manfred Allié,3.9,3100478258,
Die Brücke über die Drina,Ivo Andrić-Ernst E. Jonas,4.33,3518399608,
Drina Dances Again,Jean Estoril,4.1,356166856,
Drina Dances in Switzerland,Jean Estoril-Jenny Sanders,4.03,750002441,
The Story of Salt,Mark Kurlansky-S.D. Schindler,4.06,399239987,
Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky-Dalai Lama XIV,3.99,679643354,
Boogaloo on 2nd Avenue,Mark Kurlansky,3.15,345448197,
Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.9,140275010,
1968: The Year That Rocked the World,Mark Kurlansky,3.78,345455827,
A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,345448146,
The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.84,140298517,
The Cod's Tale,Mark Kurlansky-S.D. Schindler,3.9,399234764,
Open City 6: The Only Woman He Ever Left,Open City Magazine-James Purdy-Daniel Pinchbeck-Michael Cunningham-Deborah Garrison-Rem Koolhaas-Rick Moody-Strawberry Saroyan-Debra Garrison,0,189044717X,
Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,613359607,
Angle of Repose,Wallace Stegner-Jackson J. Benson,4.27,141185473,
Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.24,321344758,
Generation X: Tales for an Accelerated Culture,Douglas Coupland,3.73,349108390,
Girlfriend in a Coma,Douglas Coupland,3.61,60987324,
Corelli's Mandolin,Louis de Bernières,3.97,067976397X,
Kiffe Kiffe Tomorrow,Faïza Guène-Sarah    Adams,3.38,156030489,
Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.67,60984384,
The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.93,60184124,
Temptations,Otis Williams-Patricia Romanowski,4.13,815412185,
The Thorn Birds,Colleen McCullough,4.23,60837551,
The Thorn Birds,Colleen McCullough,4.23,751506001,
